,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355
0,0.9999998807907104,0.9978285431861877,0.9949660301208496,0.99017333984375,0.9905158281326294,0.9849029779434204,0.9807850122451782,0.9737133383750916,0.959722638130188,0.9596394896507263,0.9645379781723022,0.9533671736717224,0.949187159538269,0.9516200423240662,0.9368902444839478,0.9277312755584717,0.8806820511817932,0.8328859806060791,0.7907148599624634,0.8283993601799011,0.8832458853721619,0.9334276914596558,0.9317418336868286,0.9498233795166016,0.9404804110527039,0.953705906867981,0.9625410437583923,0.9625483155250549,0.9592145085334778,0.97586590051651,0.9782016277313232,0.9821784496307373,0.9846404790878296,0.9895014762878418,0.9945608377456665,0.9950162172317505,0.9954946637153625,0.992817223072052,0.9940651655197144,0.9911201000213623,0.988633930683136,0.988672137260437,0.9859829545021057,0.9796497821807861,0.9731459617614746,0.972200870513916,0.9662333726882935,0.9655588269233704,0.9528223276138306,0.9589259624481201,0.9514098167419434,0.9288994073867798,0.9209175109863281,0.9184908866882324,0.9033671617507935,0.9228232502937317,0.9295182228088379,0.9223279356956482,0.9472564458847046,0.9520975351333618,0.9495904445648193,0.9641241431236267,0.9630216360092163,0.9736239910125732,0.9748257994651794,0.9825447797775269,0.9870429635047913,0.9903298616409302,0.9934372305870056,0.9951399564743042,0.9935110807418823,0.9966326951980591
5,0.9978285431861877,1.0,0.997133195400238,0.9925028085708618,0.9924143552780151,0.9866988658905029,0.9827937483787537,0.9753428101539612,0.9615887999534607,0.9610714316368103,0.9681811332702637,0.9549782276153564,0.9501646161079407,0.9523046016693115,0.938701868057251,0.9300616979598999,0.8807440996170044,0.8322540521621704,0.7863690257072449,0.8267866969108582,0.8818458318710327,0.9373990297317505,0.9345120191574097,0.951408863067627,0.9411336779594421,0.9544354677200317,0.9654684662818909,0.9652937650680542,0.9615962505340576,0.9790420532226562,0.9798884391784668,0.98319011926651,0.9846413731575012,0.9914345741271973,0.9956215620040894,0.9959173202514648,0.9940102696418762,0.9909375309944153,0.9923449754714966,0.9882524013519287,0.9859687685966492,0.98753422498703,0.9837608337402344,0.9775715470314026,0.9717943668365479,0.9708295464515686,0.9659616351127625,0.9648550152778625,0.9548680186271667,0.9595859050750732,0.9516454935073853,0.9293285012245178,0.920910120010376,0.9143437147140503,0.904213547706604,0.9215330481529236,0.9288679361343384,0.9221375584602356,0.9480984807014465,0.954828679561615,0.9515842795372009,0.9651793241500854,0.9641848802566528,0.973162055015564,0.9720939993858337,0.9803286194801331,0.9840332269668579,0.9867863059043884,0.9886443614959717,0.991462767124176,0.9892616868019104,0.9920752644538879
10,0.9949660301208496,0.997133195400238,1.000000238418579,0.9971970915794373,0.9961778521537781,0.988723874092102,0.9881024360656738,0.977942168712616,0.9616389274597168,0.9625536799430847,0.9696093201637268,0.9584378004074097,0.9527297616004944,0.9570091962814331,0.9415004849433899,0.931209921836853,0.8755366802215576,0.8260327577590942,0.7781369090080261,0.8221108913421631,0.877109944820404,0.9390665292739868,0.9378662109375,0.9550595283508301,0.9446024894714355,0.9596385955810547,0.9695131778717041,0.970389723777771,0.9646642208099365,0.9811575412750244,0.9830864667892456,0.9858956933021545,0.990094006061554,0.995434045791626,0.9968835711479187,0.9950008392333984,0.9929109811782837,0.9894863367080688,0.9909448623657227,0.9854288697242737,0.9853694438934326,0.9861741065979004,0.9824451804161072,0.9766532182693481,0.9715312719345093,0.971876859664917,0.9666299819946289,0.9662862420082092,0.956326425075531,0.9613279104232788,0.9517360329627991,0.9308648109436035,0.9196283221244812,0.9118058681488037,0.8993015885353088,0.919370174407959,0.9271122217178345,0.9210806488990784,0.9477921724319458,0.9554173946380615,0.952579140663147,0.9669528007507324,0.964631974697113,0.9749636054039001,0.9725117683410645,0.9810612797737122,0.981889545917511,0.9856817722320557,0.9880976676940918,0.9885603189468384,0.9838411808013916,0.9892861247062683
15,0.99017333984375,0.9925028085708618,0.9971970915794373,0.9999999403953552,0.998115062713623,0.9917861223220825,0.9915512800216675,0.9810125827789307,0.9646271467208862,0.9659932851791382,0.9730609059333801,0.9623477458953857,0.9565322399139404,0.9601744413375854,0.9438337683677673,0.9350453019142151,0.8759941458702087,0.82551109790802,0.7752243280410767,0.8208019733428955,0.8778411746025085,0.9415310621261597,0.9422978162765503,0.9588807821273804,0.9472262263298035,0.9653034806251526,0.973673939704895,0.9762451648712158,0.9700309038162231,0.9840036630630493,0.9871684312820435,0.9887462854385376,0.991753876209259,0.9964191317558289,0.9952421188354492,0.9924696087837219,0.9907035231590271,0.9884383678436279,0.9875328540802002,0.9817227125167847,0.9819289445877075,0.9830055832862854,0.9793741703033447,0.9733482599258423,0.9694375991821289,0.9707528352737427,0.9651868343353271,0.9654049277305603,0.955129861831665,0.9609380960464478,0.9496074914932251,0.9281095862388611,0.9161397814750671,0.9090152978897095,0.8934422135353088,0.9162755608558655,0.9242407083511353,0.9180737137794495,0.9453363418579102,0.9553124904632568,0.952961802482605,0.9686187505722046,0.964836061000824,0.9753413200378418,0.9715529084205627,0.9804120063781738,0.9786138534545898,0.9819331169128418,0.9838699102401733,0.9834415912628174,0.977652907371521,0.9864670038223267
20,0.9905158281326294,0.9924143552780151,0.9961778521537781,0.998115062713623,1.0000001192092896,0.9936062097549438,0.9928374886512756,0.9833766222000122,0.9676721096038818,0.9687843918800354,0.9737682342529297,0.964003324508667,0.9586742520332336,0.9609519243240356,0.9463474154472351,0.9357463717460632,0.8776390552520752,0.8300126791000366,0.7797672152519226,0.824218213558197,0.8802658319473267,0.9438601136207581,0.9437487125396729,0.959928035736084,0.9492271542549133,0.965242862701416,0.9740663170814514,0.9759581685066223,0.971831202507019,0.9863470196723938,0.9893772602081299,0.9907411336898804,0.993481457233429,0.9962747693061829,0.9954065680503845,0.9922159314155579,0.9905722737312317,0.9874014854431152,0.9872894287109375,0.9836309552192688,0.9841111302375793,0.9849711060523987,0.981533408164978,0.9747423529624939,0.9692021608352661,0.9705038070678711,0.9643231630325317,0.9643332958221436,0.9538876414299011,0.9605962038040161,0.9494776725769043,0.9275225400924683,0.9143621325492859,0.911041259765625,0.8945682048797607,0.9176735877990723,0.9233072996139526,0.9184592366218567,0.9446390271186829,0.9542608857154846,0.9511549472808838,0.9658108949661255,0.9624308943748474,0.9737511277198792,0.971880316734314,0.9806416630744934,0.9800055027008057,0.9828193187713623,0.9844416379928589,0.9835930466651917,0.978535532951355,0.9858598709106445
25,0.9849029779434204,0.9866988658905029,0.988723874092102,0.9917861223220825,0.9936062097549438,0.9999997615814209,0.993942379951477,0.9906441569328308,0.981414794921875,0.9799913167953491,0.9809609651565552,0.9716291427612305,0.9653844237327576,0.9636434316635132,0.9518166780471802,0.9426133036613464,0.8906335234642029,0.8425252437591553,0.7935864329338074,0.8350224494934082,0.8908989429473877,0.9470800161361694,0.9499581456184387,0.9673272371292114,0.9552583694458008,0.9701728820800781,0.9772430658340454,0.9782761335372925,0.9834412932395935,0.992409348487854,0.9948856234550476,0.9954499006271362,0.9865418076515198,0.9896073937416077,0.9905993938446045,0.9872562289237976,0.9860743284225464,0.9848624467849731,0.9813499450683594,0.9785699248313904,0.9756506681442261,0.978224515914917,0.9736858010292053,0.9676954746246338,0.9646856784820557,0.9650700092315674,0.9590901732444763,0.9603656530380249,0.9493489861488342,0.9572443962097168,0.9487607479095459,0.9262688159942627,0.9155712127685547,0.9175395965576172,0.8957672119140625,0.9216353297233582,0.9250487089157104,0.9188504219055176,0.9436154961585999,0.9530978202819824,0.9510149955749512,0.9641677737236023,0.9603158831596375,0.9699934720993042,0.9694811105728149,0.9753820300102234,0.9744800329208374,0.9768256545066833,0.9773893356323242,0.9782224297523499,0.9762715101242065,0.9825940132141113
30,0.9807850122451782,0.9827937483787537,0.9881024360656738,0.9915512800216675,0.9928374886512756,0.993942379951477,1.0000001192092896,0.9884471893310547,0.9744744896888733,0.9793142676353455,0.9808781743049622,0.9721770882606506,0.9668965935707092,0.9695501327514648,0.9545645117759705,0.9428019523620605,0.8828362822532654,0.8306560516357422,0.7829395532608032,0.8250868320465088,0.8818294405937195,0.9497191905975342,0.9512040019035339,0.9690842032432556,0.9563232660293579,0.9726991057395935,0.9815213084220886,0.9848573803901672,0.9814947247505188,0.9896667003631592,0.9954475164413452,0.9925260543823242,0.9881166815757751,0.9881080389022827,0.9882322549819946,0.9850096106529236,0.9843982458114624,0.9817341566085815,0.9799988269805908,0.9771713018417358,0.9771396517753601,0.9777164459228516,0.9732545614242554,0.9682114124298096,0.9633343815803528,0.9632377624511719,0.9561648368835449,0.9591647982597351,0.9472160339355469,0.9556164741516113,0.9416998624801636,0.9171217083930969,0.9028047919273376,0.9068756103515625,0.8809484243392944,0.9098973870277405,0.9115585088729858,0.9064487814903259,0.9379740953445435,0.9506737589836121,0.9474467039108276,0.9615673422813416,0.9549888372421265,0.9674968719482422,0.9680431485176086,0.9763739109039307,0.9723754525184631,0.9751518368721008,0.9754437208175659,0.974679708480835,0.9699938893318176,0.9788323044776917
35,0.9737133383750916,0.9753428101539612,0.977942168712616,0.9810125827789307,0.9833766222000122,0.9906441569328308,0.9884471893310547,1.0000001192092896,0.9933955073356628,0.9870906472206116,0.9873526096343994,0.977875292301178,0.9699362516403198,0.9689829349517822,0.9588812589645386,0.9487860798835754,0.8983436822891235,0.854741632938385,0.8108452558517456,0.8479335308074951,0.8969295620918274,0.952206015586853,0.9550575613975525,0.9735009074211121,0.9629971981048584,0.9765007495880127,0.9830632209777832,0.982182502746582,0.9927254915237427,0.9954913854598999,0.99155193567276,0.9868921041488647,0.9744007587432861,0.9788984656333923,0.9807412028312683,0.9763069152832031,0.9754186272621155,0.9771660566329956,0.9721026420593262,0.965035617351532,0.9627140164375305,0.9694253206253052,0.9684301018714905,0.9644135236740112,0.9637101888656616,0.9648984670639038,0.9622662663459778,0.962704598903656,0.9540260434150696,0.9590332508087158,0.9474684000015259,0.9250761866569519,0.9201163649559021,0.9234635233879089,0.902518093585968,0.9237794876098633,0.9277524948120117,0.923022985458374,0.94558185338974,0.9563999772071838,0.9546671509742737,0.9657236337661743,0.9629498720169067,0.9687989354133606,0.9677956700325012,0.9725279808044434,0.9693787097930908,0.9700716733932495,0.9678013920783997,0.9687014818191528,0.9695653319358826,0.9720648527145386
40,0.959722638130188,0.9615887999534607,0.9616389274597168,0.9646271467208862,0.9676721096038818,0.981414794921875,0.9744744896888733,0.9933955073356628,0.9999997019767761,0.9909301996231079,0.9864374399185181,0.9748665690422058,0.9660196304321289,0.9619176387786865,0.9585155248641968,0.9505239129066467,0.9131022095680237,0.8720858097076416,0.8289797306060791,0.8623707294464111,0.9101500511169434,0.9522458910942078,0.9536776542663574,0.9709287881851196,0.9582483172416687,0.9693354368209839,0.976810097694397,0.9732824563980103,0.9914604425430298,0.9897297024726868,0.9829124212265015,0.978331446647644,0.9582481384277344,0.9637011289596558,0.9672563672065735,0.9625422954559326,0.9628921151161194,0.9656744003295898,0.9578001499176025,0.9512150287628174,0.947785496711731,0.957380473613739,0.9550842642784119,0.9531329870223999,0.956436276435852,0.9547581076622009,0.9527742862701416,0.9552977681159973,0.9454447031021118,0.9508812427520752,0.9448729157447815,0.9205262064933777,0.9191286563873291,0.926703691482544,0.9041488170623779,0.9242910146713257,0.9268098473548889,0.9218666553497314,0.941127598285675,0.9491946697235107,0.947684645652771,0.9569520950317383,0.9542600512504578,0.9584535360336304,0.9596216678619385,0.9604285359382629,0.9596734046936035,0.9585667252540588,0.9529686570167542,0.9547916650772095,0.9579853415489197,0.95907062292099
45,0.9596394896507263,0.9610714316368103,0.9625536799430847,0.9659932851791382,0.9687843918800354,0.9799913167953491,0.9793142676353455,0.9870906472206116,0.9909301996231079,0.9999996423721313,0.991982638835907,0.9827654361724854,0.9777342081069946,0.9753293395042419,0.9713628888130188,0.9639191627502441,0.9192070960998535,0.8671751022338867,0.8219679594039917,0.8598891496658325,0.91712886095047,0.9628285765647888,0.9626233577728271,0.9815771579742432,0.9660290479660034,0.976021945476532,0.9849124550819397,0.9833785891532898,0.9879986047744751,0.9865753054618835,0.983856737613678,0.9784303307533264,0.9618979692459106,0.963951587677002,0.9671807289123535,0.9617725014686584,0.963487446308136,0.9644065499305725,0.9605240225791931,0.9563554525375366,0.9544615745544434,0.9617388248443604,0.9613813757896423,0.96258145570755,0.9642294049263,0.9606183171272278,0.9569521546363831,0.9610694050788879,0.9504615068435669,0.9564342498779297,0.9478965997695923,0.9248425960540771,0.9164154529571533,0.9292648434638977,0.9012846350669861,0.9278993606567383,0.9241167306900024,0.9204126000404358,0.9423620104789734,0.9518651366233826,0.9513683319091797,0.9593630433082581,0.9553781747817993,0.9634332656860352,0.9666109085083008,0.9673901796340942,0.9643563032150269,0.9621280431747437,0.9571473002433777,0.9582362771034241,0.9572651982307434,0.9609202742576599
