id,observed_on,url,image_url,description,latitude,longitude,geoprivacy,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,generic_name
122068001,2022-06-16,https://www.inaturalist.org/observations/122068001,https://inaturalist-open-data.s3.amazonaws.com/photos/206631798/medium.jpg,About 6” length. ,37.26265,-122.2103583333,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122073476,2022-06-15,https://www.inaturalist.org/observations/122073476,https://inaturalist-open-data.s3.amazonaws.com/photos/206638306/medium.jpg,,39.0525861111,-120.1224972222,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122077975,2022-06-13,https://www.inaturalist.org/observations/122077975,https://inaturalist-open-data.s3.amazonaws.com/photos/206650555/medium.jpg,,41.2245429,-121.933747,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122084792,2022-06-06,https://www.inaturalist.org/observations/122084792,https://inaturalist-open-data.s3.amazonaws.com/photos/206664030/medium.jpg,,39.4338283333,-120.57508,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122084863,2022-06-06,https://www.inaturalist.org/observations/122084863,https://inaturalist-open-data.s3.amazonaws.com/photos/207544885/medium.jpg,,39.433845,-120.5751333333,,False,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518,Brown Trout
122093454,2022-06-16,https://www.inaturalist.org/observations/122093454,https://static.inaturalist.org/photos/206680516/medium.jpg,,41.0324211056,-124.0953194393,obscured,True,Coastal Rainbow Trout,Oncorhynchus mykiss irideus,Coastal Rainbow Trout,Actinopterygii,143607,Rainbow Trout
122093619,2022-06-16,https://www.inaturalist.org/observations/122093619,https://static.inaturalist.org/photos/206680721/medium.jpg,,41.1485763149,-124.1227834677,obscured,True,Coastal Cutthroat Trout,Oncorhynchus clarkii,Coastal Cutthroat Trout,Actinopterygii,68075,Cutthroat Trout
122236279,2022-06-12,https://www.inaturalist.org/observations/122236279,https://inaturalist-open-data.s3.amazonaws.com/photos/206938671/medium.jpeg,,34.3613471985,-117.9022521973,,False,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518,Brown Trout
122246325,2022-06-17,https://www.inaturalist.org/observations/122246325,https://inaturalist-open-data.s3.amazonaws.com/photos/206953843/medium.jpeg,,36.9644828522,-122.0830038408,,False,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904,General Salmonid
122256874,2022-06-17,https://www.inaturalist.org/observations/122256874,https://static.inaturalist.org/photos/206977335/medium.jpg,,36.52033895,-121.84453495,,False,Coastal Rainbow Trout,Oncorhynchus mykiss irideus,Coastal Rainbow Trout,Actinopterygii,143607,Rainbow Trout
122259816,2022-06-17,https://www.inaturalist.org/observations/122259816,https://inaturalist-open-data.s3.amazonaws.com/photos/206981832/medium.jpeg,,37.895371661,-122.2478064137,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122260824,2022-06-15,https://www.inaturalist.org/observations/122260824,https://static.inaturalist.org/photos/206984533/medium.jpg,,37.062175,-119.1566,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122260886,2022-06-15,https://www.inaturalist.org/observations/122260886,https://static.inaturalist.org/photos/206984626/medium.jpg,,37.0622555,-119.1566166667,,False,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
122350427,2022-06-18,https://www.inaturalist.org/observations/122350427,https://inaturalist-open-data.s3.amazonaws.com/photos/207140281/medium.jpg,,34.251975,-117.18878,,False,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518,Brown Trout
122375507,2022-06-11,https://www.inaturalist.org/observations/122375507,https://inaturalist-open-data.s3.amazonaws.com/photos/207183613/medium.jpeg,Good to see evidence of successful reproduction in yet another drought year.,37.3566664336,-122.2668091007,obscured,True,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516,Rainbow Trout
