,000,010,020,030,040,050,060,070,080,090,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350
200,0.9799216985702515,0.983245849609375,0.9841775298118591,0.9834429621696472,0.9837199449539185,0.9847545623779297,0.9846023917198181,0.9859180450439453,0.9872544407844543,0.9884626865386963,0.98923659324646,0.9894211292266846,0.9897003173828125,0.9913543462753296,0.9926515817642212,0.9934946298599243,0.9941737651824951,0.9952995181083679,0.9966921806335449,0.9993725419044495,0.9999998211860657,0.9991447329521179,0.9964171648025513,0.9928538203239441,0.9875071048736572,0.9880629777908325,0.9875577688217163,0.9859192371368408,0.98433518409729,0.9839810729026794,0.983780026435852,0.9829930663108826,0.9823653697967529,0.9815512895584106,0.9809162616729736,0.9806154370307922
210,0.9822710752487183,0.9850317239761353,0.9854733347892761,0.9847482442855835,0.984752357006073,0.9854018688201904,0.9848366379737854,0.9860023260116577,0.9870994687080383,0.9880131483078003,0.9884248971939087,0.9882351160049438,0.9884041547775269,0.9895724058151245,0.9904201030731201,0.9910042881965637,0.9913835525512695,0.9924070835113525,0.9937516450881958,0.997393012046814,0.9991447329521179,1.000000238418579,0.998930037021637,0.9964202046394348,0.9916265606880188,0.9918779134750366,0.9911320209503174,0.9893745183944702,0.9875328540802002,0.9864679574966431,0.9854688048362732,0.9846594333648682,0.9841049909591675,0.9835525751113892,0.9831115007400513,0.9828115701675415
220,0.9839608669281006,0.9859147667884827,0.9856591820716858,0.9848021268844604,0.9845625758171082,0.9848044514656067,0.9840542674064636,0.9851887226104736,0.9860132932662964,0.9866795539855957,0.986775279045105,0.9862396717071533,0.9862978458404541,0.9868793487548828,0.9871862530708313,0.9874660968780518,0.9874711036682129,0.9882924556732178,0.9893386363983154,0.9936631321907043,0.9964171648025513,0.998930037021637,1.000000238418579,0.9990375638008118,0.9954252243041992,0.995361328125,0.9942563772201538,0.9922525882720947,0.990123987197876,0.9883564710617065,0.9865699410438538,0.9858475923538208,0.9853646159172058,0.9851042628288269,0.9848471879959106,0.9844812750816345
230,0.9849473237991333,0.9859750270843506,0.9851228594779968,0.9841569662094116,0.983742356300354,0.9836074709892273,0.9827671051025391,0.9838840961456299,0.9844502806663513,0.9849291443824768,0.9847886562347412,0.9842395782470703,0.9844534397125244,0.9843314290046692,0.9840316772460938,0.9838730096817017,0.9833635091781616,0.9840149879455566,0.9849543571472168,0.9895541667938232,0.9928538203239441,0.9964202046394348,0.9990375638008118,1.0000001192092896,0.9983590841293335,0.9980525970458984,0.9966174960136414,0.9943169355392456,0.9919039607048035,0.9896267056465149,0.9870893955230713,0.9863511323928833,0.9858182668685913,0.9856785535812378,0.9855800271034241,0.985085129737854
240,0.9836641550064087,0.9836132526397705,0.982291042804718,0.9812915325164795,0.9809595942497253,0.9807494878768921,0.9802347421646118,0.9815099239349365,0.9819604158401489,0.9822641611099243,0.9818905591964722,0.9814846515655518,0.9819202423095703,0.9810527563095093,0.9800733327865601,0.9794384241104126,0.9782195091247559,0.9786549806594849,0.9793986082077026,0.9840426445007324,0.9875071048736572,0.9916265606880188,0.9954252243041992,0.9983590841293335,1.0,0.9992607831954956,0.9974822998046875,0.9947789907455444,0.9921289682388306,0.9894986152648926,0.9861888885498047,0.9855074882507324,0.9847549796104431,0.9845538139343262,0.9844118356704712,0.983573317527771
250,0.9840924739837646,0.9840912818908691,0.9830106496810913,0.9822701811790466,0.982081413269043,0.9820244312286377,0.9815831184387207,0.9828368425369263,0.9832764267921448,0.9835205078125,0.9832147359848022,0.9828147888183594,0.9831361174583435,0.9825575947761536,0.9818087816238403,0.9812260866165161,0.9800649881362915,0.9803297519683838,0.9808182716369629,0.9849424362182617,0.9880629777908325,0.9918779134750366,0.995361328125,0.9980525970458984,0.9992607831954956,0.9999999403953552,0.9992460012435913,0.9972734451293945,0.9950904846191406,0.9927545785903931,0.9895941615104675,0.9883972406387329,0.9872654676437378,0.9866031408309937,0.985987663269043,0.9847504496574402
260,0.9843935966491699,0.9843343496322632,0.9834176301956177,0.9827362895011902,0.9826757311820984,0.982764720916748,0.9822837710380554,0.9833803176879883,0.9837133288383484,0.9838184118270874,0.983532190322876,0.9831172227859497,0.9833121299743652,0.9828931093215942,0.9823020696640015,0.9817119240760803,0.9805307388305664,0.9806142449378967,0.9809141755104065,0.9847080707550049,0.9875577688217163,0.9911320209503174,0.9942563772201538,0.9966174960136414,0.9974822998046875,0.9992460012435913,1.0000001192092896,0.9991843700408936,0.9976582527160645,0.9958637952804565,0.9929970502853394,0.9915119409561157,0.990039587020874,0.9889365434646606,0.9877297878265381,0.98603355884552
270,0.9842707514762878,0.984122633934021,0.983366847038269,0.9828523397445679,0.9827721118927002,0.9827970862388611,0.9819803833961487,0.9830125570297241,0.9833325147628784,0.9833769202232361,0.9830766320228577,0.9826483130455017,0.9827644228935242,0.9824118614196777,0.9817854166030884,0.9810773730278015,0.979620099067688,0.9794718027114868,0.9794481992721558,0.9833061695098877,0.9859192371368408,0.9893745183944702,0.9922525882720947,0.9943169355392456,0.9947789907455444,0.9972734451293945,0.9991843700408936,1.0,0.9994843602180481,0.9982525706291199,0.9956422448158264,0.9940134286880493,0.9923282861709595,0.9907770752906799,0.9891984462738037,0.9868835210800171
280,0.9840801358222961,0.9837225675582886,0.9830849766731262,0.9826990962028503,0.982668936252594,0.9826745986938477,0.9817571640014648,0.9828563928604126,0.9831606149673462,0.9831141233444214,0.9827914834022522,0.9823483824729919,0.9823612570762634,0.982102632522583,0.9814837574958801,0.9807074069976807,0.9790735840797424,0.97872394323349,0.9784390926361084,0.9821077585220337,0.98433518409729,0.9875328540802002,0.990123987197876,0.9919039607048035,0.9921289682388306,0.9950904846191406,0.9976582527160645,0.9994843602180481,1.000000238418579,0.9994281530380249,0.9973539710044861,0.9958604574203491,0.9941039085388184,0.9922522306442261,0.9904139041900635,0.9876593351364136
290,0.9850754737854004,0.9846145510673523,0.9840430021286011,0.9835218787193298,0.9835849404335022,0.9836772680282593,0.9829425811767578,0.9839253425598145,0.9840669631958008,0.983928918838501,0.9836261868476868,0.9832059144973755,0.9830722808837891,0.9830248951911926,0.9825921058654785,0.981817901134491,0.9801936149597168,0.9797264337539673,0.979497492313385,0.9823838472366333,0.9839810729026794,0.9864679574966431,0.9883564710617065,0.9896267056465149,0.9894986152648926,0.9927545785903931,0.9958637952804565,0.9982525706291199,0.9994281530380249,1.0000001192092896,0.9991014003753662,0.997893214225769,0.9962255954742432,0.9942731261253357,0.9921652674674988,0.9892787933349609
300,0.9863070249557495,0.9857320785522461,0.9851651191711426,0.984369158744812,0.984436571598053,0.9845873117446899,0.9841599464416504,0.9849146604537964,0.9848322868347168,0.9845519065856934,0.9842462539672852,0.9836837649345398,0.983306348323822,0.9836350679397583,0.9835227727890015,0.9828494787216187,0.98139888048172,0.9808875322341919,0.9808281660079956,0.9828212857246399,0.983780026435852,0.9854688048362732,0.9865699410438538,0.9870893955230713,0.9861888885498047,0.9895941615104675,0.9929970502853394,0.9956422448158264,0.9973539710044861,0.9991014003753662,1.000000238418579,0.9993299841880798,0.9980157613754272,0.9962172508239746,0.993977427482605,0.9911633729934692
310,0.9887838959693909,0.9875945448875427,0.9864299893379211,0.9850337505340576,0.9847823977470398,0.9845279455184937,0.9837630391120911,0.9845598936080933,0.9843134880065918,0.9839649200439453,0.9836122989654541,0.9829515218734741,0.9825308322906494,0.982825756072998,0.9826899766921997,0.9819340705871582,0.9805064797401428,0.9800158143043518,0.9798935055732727,0.982077956199646,0.9829930663108826,0.9846594333648682,0.9858475923538208,0.9863511323928833,0.9855074882507324,0.9883972406387329,0.9915119409561157,0.9940134286880493,0.9958604574203491,0.997893214225769,0.9993299841880798,0.9999999403953552,0.9995198845863342,0.9983210563659668,0.9964852333068848,0.9939260482788086
320,0.9913570880889893,0.9897059202194214,0.9881420731544495,0.9862699508666992,0.9856188297271729,0.9849928617477417,0.983857274055481,0.9845292568206787,0.9840930700302124,0.9836505651473999,0.9832324981689453,0.9824748039245605,0.9820867776870728,0.9823377132415771,0.9821054339408875,0.9812644124031067,0.9798093438148499,0.9792369604110718,0.9790396094322205,0.9813945889472961,0.9823653697967529,0.9841049909591675,0.9853646159172058,0.9858182668685913,0.9847549796104431,0.9872654676437378,0.990039587020874,0.9923282861709595,0.9941039085388184,0.9962255954742432,0.9980157613754272,0.9995198845863342,0.9999998211860657,0.999550461769104,0.9983810186386108,0.996334969997406
330,0.993477463722229,0.9915623664855957,0.9896110892295837,0.9873474836349487,0.9862856864929199,0.9852535724639893,0.9838618040084839,0.9843194484710693,0.983619213104248,0.9829946756362915,0.9824439883232117,0.9815316796302795,0.9811556339263916,0.9813528656959534,0.9810385704040527,0.9801703691482544,0.9787421226501465,0.9781471490859985,0.9778954386711121,0.9804009199142456,0.9815512895584106,0.9835525751113892,0.9851042628288269,0.9856785535812378,0.9845538139343262,0.9866031408309937,0.9889365434646606,0.9907770752906799,0.9922522306442261,0.9942731261253357,0.9962172508239746,0.9983210563659668,0.999550461769104,1.0000001192092896,0.9995026588439941,0.998112678527832
340,0.9956532716751099,0.9934996962547302,0.9912087917327881,0.9885785579681396,0.9870988130569458,0.9857224225997925,0.9838961362838745,0.9841998815536499,0.9833957552909851,0.9827628135681152,0.9821574687957764,0.9812660217285156,0.9810390472412109,0.9810602068901062,0.9804814457893372,0.9795017242431641,0.9780060648918152,0.9774020910263062,0.9770718812942505,0.9796546101570129,0.9809162616729736,0.9831115007400513,0.9848471879959106,0.9855800271034241,0.9844118356704712,0.985987663269043,0.9877297878265381,0.9891984462738037,0.9904139041900635,0.9921652674674988,0.993977427482605,0.9964852333068848,0.9983810186386108,0.9995026588439941,0.9999999403953552,0.9993783831596375
350,0.9976606369018555,0.9954898953437805,0.9928075075149536,0.9896606802940369,0.987917423248291,0.9862824082374573,0.9841691255569458,0.9842938184738159,0.9833030104637146,0.982711911201477,0.9822059869766235,0.981430172920227,0.9812986850738525,0.9811623096466064,0.9804027080535889,0.9793868064880371,0.9780303239822388,0.9773709177970886,0.9770001173019409,0.9793212413787842,0.9806154370307922,0.9828115701675415,0.9844812750816345,0.985085129737854,0.983573317527771,0.9847504496574402,0.98603355884552,0.9868835210800171,0.9876593351364136,0.9892787933349609,0.9911633729934692,0.9939260482788086,0.996334969997406,0.998112678527832,0.9993783831596375,1.000000238418579
