,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,1.0000001192092896,0.9986898303031921,0.996773362159729,0.9949459433555603,0.9910001754760742,0.9862584471702576,0.9834126234054565,0.9802564978599548,0.9766059517860413,0.9728612303733826,0.9744440317153931,0.976372241973877,0.9803317189216614,0.9850546717643738,0.9902766942977905,0.9930896759033203,0.9972108006477356,0.9989942312240601,1.0000001192092896
1,0.9986898303031921,1.0000001192092896,0.9992353916168213,0.997874915599823,0.9931790232658386,0.987240195274353,0.9832737445831299,0.9795542359352112,0.975121021270752,0.9709681868553162,0.9717640280723572,0.973558783531189,0.977690577507019,0.9830920696258545,0.9884182214736938,0.9909442663192749,0.9943064451217651,0.9962992072105408,0.9986898303031921
2,0.996773362159729,0.9992353916168213,1.0,0.9993653893470764,0.9948044419288635,0.9882059097290039,0.9837314486503601,0.979571521282196,0.9750056862831116,0.9706288576126099,0.9709155559539795,0.9721660017967224,0.9761006832122803,0.9813193678855896,0.9867625832557678,0.988874077796936,0.9918479919433594,0.993707001209259,0.996773362159729
3,0.9949459433555603,0.997874915599823,0.9993653893470764,1.0,0.9970877170562744,0.991287350654602,0.9867687225341797,0.981983482837677,0.9767711758613586,0.9721142053604126,0.9723520278930664,0.9735119342803955,0.9770206809043884,0.9815199971199036,0.9861301183700562,0.9878441095352173,0.9903255701065063,0.991801381111145,0.9949459433555603
4,0.9910001754760742,0.9931790232658386,0.9948044419288635,0.9970877170562744,1.0000001192092896,0.9975961446762085,0.9931331872940063,0.9854702353477478,0.9774110317230225,0.9713015556335449,0.972551703453064,0.9740780591964722,0.9769338369369507,0.9801830053329468,0.9833330512046814,0.9847991466522217,0.9875266551971436,0.9885165095329285,0.9910001754760742
5,0.9862584471702576,0.987240195274353,0.9882059097290039,0.991287350654602,0.9975961446762085,1.0,0.997609555721283,0.990193784236908,0.9808048009872437,0.9739922285079956,0.9756488800048828,0.9775866866111755,0.9796340465545654,0.981756329536438,0.9830522537231445,0.9841690063476562,0.9855496883392334,0.9855353236198425,0.9862584471702576
6,0.9834126234054565,0.9832737445831299,0.9837314486503601,0.9867687225341797,0.9931331872940063,0.997609555721283,1.0000001192092896,0.9962944984436035,0.9884275197982788,0.9819900989532471,0.9827703237533569,0.9839816689491272,0.9851745367050171,0.9858097434043884,0.9855278730392456,0.9854855537414551,0.9852306842803955,0.9837694764137268,0.9834126234054565
7,0.9802564978599548,0.9795542359352112,0.979571521282196,0.981983482837677,0.9854702353477478,0.990193784236908,0.9962944984436035,0.9999999403953552,0.997033953666687,0.9929919838905334,0.9925702214241028,0.9926277995109558,0.9926976561546326,0.99204421043396,0.9899667501449585,0.9884465336799622,0.9855283498764038,0.982188880443573,0.9802564978599548
8,0.9766059517860413,0.975121021270752,0.9750056862831116,0.9767711758613586,0.9774110317230225,0.9808048009872437,0.9884275197982788,0.997033953666687,1.0,0.9989354610443115,0.9980208873748779,0.9970344305038452,0.9963562488555908,0.9943740367889404,0.991461992263794,0.988755464553833,0.9840736389160156,0.9795249700546265,0.9766059517860413
9,0.9728612303733826,0.9709681868553162,0.9706288576126099,0.9721142053604126,0.9713015556335449,0.9739922285079956,0.9819900989532471,0.9929919838905334,0.9989354610443115,1.000000238418579,0.9992446899414062,0.9979983568191528,0.9968929290771484,0.9941847324371338,0.990570068359375,0.9873033165931702,0.9815815687179565,0.9764280915260315,0.9728612303733826
