,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,1.0,0.954420268535614,0.9815474152565002,0.9878886938095093,0.9886353015899658,0.9784101843833923,0.9683703184127808,0.9521358013153076,0.9300763010978699,0.9265881776809692,0.9237737059593201,0.9238464832305908,0.9237911105155945,0.9246374368667603,0.9199392795562744,0.9184470772743225,0.9180299043655396,0.9189115762710571,0.9182829260826111,0.9275781512260437,0.9334268569946289,0.9310641288757324,0.9228934049606323,0.9201765060424805,0.9214990139007568,0.9227921962738037,0.9277845621109009,0.9257375597953796,0.9309786558151245,0.9357578158378601,0.9416073560714722,0.948689341545105,0.9502045512199402,0.9494352340698242,0.948403537273407,0.9461755752563477,0.9471808671951294
1,0.954420268535614,1.000000238418579,0.9804949164390564,0.9674724340438843,0.9665296673774719,0.9694198369979858,0.9687843322753906,0.9669123888015747,0.9525918960571289,0.9497699737548828,0.9482448101043701,0.9479262232780457,0.9468264579772949,0.9455507397651672,0.943394660949707,0.9423445463180542,0.9414703845977783,0.9417110681533813,0.9405019283294678,0.9445298314094543,0.9527726173400879,0.9544969201087952,0.9494547247886658,0.946721076965332,0.9463813304901123,0.9429612755775452,0.9450497627258301,0.945083737373352,0.9483521580696106,0.9529722929000854,0.9572128653526306,0.9620053768157959,0.9701166749000549,0.9763264656066895,0.9822031855583191,0.9935187101364136,0.986797034740448
2,0.9815474152565002,0.9804949164390564,1.000000238418579,0.9960501194000244,0.9911236763000488,0.9828251004219055,0.9753714799880981,0.9643294215202332,0.9425159692764282,0.9376088976860046,0.9349725246429443,0.9349114894866943,0.9340994358062744,0.9341728091239929,0.9300937056541443,0.928429126739502,0.9273527264595032,0.9276049733161926,0.9263005256652832,0.9334761500358582,0.9426020979881287,0.9437068700790405,0.9382809996604919,0.9359316825866699,0.9368385076522827,0.9358386993408203,0.9384665489196777,0.9357504844665527,0.9401057958602905,0.9448294043540955,0.9500560164451599,0.9565022587776184,0.9616217017173767,0.9635567665100098,0.9650502800941467,0.9687421321868896,0.9659700989723206
3,0.9878886938095093,0.9674724340438843,0.9960501194000244,1.0000001192092896,0.9967715740203857,0.9860756993293762,0.975691020488739,0.9616952538490295,0.9396587610244751,0.9346442222595215,0.93138587474823,0.9309247136116028,0.9298891425132751,0.9298471808433533,0.9257791042327881,0.9243960380554199,0.9237359166145325,0.9244629740715027,0.9235730767250061,0.9318343997001648,0.9402762651443481,0.9401658773422241,0.9340113401412964,0.931623101234436,0.9325894713401794,0.9317842721939087,0.934736430644989,0.9315932393074036,0.9358348250389099,0.9403373599052429,0.9455180168151855,0.9519997835159302,0.9559487700462341,0.956658124923706,0.956870973110199,0.9570815563201904,0.9565591812133789
4,0.9886353015899658,0.9665296673774719,0.9911236763000488,0.9967715740203857,1.0,0.993696391582489,0.9827017188072205,0.966506838798523,0.945136308670044,0.9398361444473267,0.9361730813980103,0.935541570186615,0.9345692992210388,0.9340910315513611,0.9306219816207886,0.9295343160629272,0.9290353059768677,0.92987060546875,0.9290887117385864,0.9366626143455505,0.9444390535354614,0.9442368745803833,0.9381828904151917,0.935671329498291,0.9358079433441162,0.9349586963653564,0.9380297064781189,0.9351305365562439,0.9387791156768799,0.9427767992019653,0.9472962021827698,0.9525868892669678,0.9557575583457947,0.9559618830680847,0.9558484554290771,0.9557730555534363,0.9552951455116272
5,0.9784101843833923,0.9694198369979858,0.9828251004219055,0.9860756993293762,0.993696391582489,0.9999999403953552,0.9949911832809448,0.979040265083313,0.9578889608383179,0.9503665566444397,0.9453884959220886,0.9436457753181458,0.9417439699172974,0.9397218227386475,0.937290608882904,0.9364914894104004,0.9361205101013184,0.9371949434280396,0.9367380738258362,0.9428203105926514,0.9510021209716797,0.9520000219345093,0.9470751285552979,0.9442456960678101,0.9428089261054993,0.9404681324958801,0.9419209957122803,0.9385428428649902,0.9403201937675476,0.943291425704956,0.946306049823761,0.9493686556816101,0.9532924890518188,0.9545379877090454,0.9560621380805969,0.9581456184387207,0.9563694596290588
6,0.9683703184127808,0.9687843322753906,0.9753714799880981,0.975691020488739,0.9827017188072205,0.9949911832809448,1.000000238418579,0.9890751838684082,0.9675112962722778,0.9582231044769287,0.9521645903587341,0.949281632900238,0.9461498260498047,0.9425375461578369,0.9403093457221985,0.9393562078475952,0.9388315081596375,0.9397632479667664,0.9392150640487671,0.9440950155258179,0.9514950513839722,0.952283501625061,0.9468426704406738,0.9432295560836792,0.9417455196380615,0.9388412237167358,0.9396489858627319,0.9363065958023071,0.9371949434280396,0.9397713541984558,0.9421112537384033,0.9442123770713806,0.9488340020179749,0.9512563943862915,0.9543342590332031,0.9581167697906494,0.955594003200531
7,0.9521358013153076,0.9669123888015747,0.9643294215202332,0.9616952538490295,0.966506838798523,0.979040265083313,0.9890751838684082,1.0,0.9906153082847595,0.9835343360900879,0.9770063161849976,0.9718681573867798,0.9658242464065552,0.9585686326026917,0.9560665488243103,0.9542267322540283,0.9527846574783325,0.9521890878677368,0.949898898601532,0.9506138563156128,0.9552628993988037,0.9547164440155029,0.9478539228439331,0.9435395002365112,0.9422317147254944,0.9375109672546387,0.9384649395942688,0.9367693066596985,0.9373175501823425,0.9398664832115173,0.9417563080787659,0.9431140422821045,0.9485008120536804,0.9522783756256104,0.9561500549316406,0.9598368406295776,0.9578720331192017
8,0.9300763010978699,0.9525918960571289,0.9425159692764282,0.9396587610244751,0.945136308670044,0.9578889608383179,0.9675112962722778,0.9906153082847595,1.0000001192092896,0.9971990585327148,0.9912137985229492,0.9849745631217957,0.9776749610900879,0.9681782722473145,0.9657032489776611,0.9630597829818726,0.9610881805419922,0.9592219591140747,0.9556688070297241,0.9523311853408813,0.9534875154495239,0.9518216252326965,0.9447163939476013,0.9399195909500122,0.937394917011261,0.9309244155883789,0.9319496750831604,0.9317994117736816,0.9318480491638184,0.9339721202850342,0.9351343512535095,0.9351272583007812,0.9396785497665405,0.9434831738471985,0.9471412301063538,0.9492067694664001,0.9485899806022644
9,0.9265881776809692,0.9497699737548828,0.9376088976860046,0.9346442222595215,0.9398361444473267,0.9503665566444397,0.9582231044769287,0.9835343360900879,0.9971990585327148,1.000000238418579,0.9976450800895691,0.9931767582893372,0.987167239189148,0.9785330295562744,0.9763309955596924,0.9735302329063416,0.9712258577346802,0.9686653017997742,0.9644147157669067,0.9591553807258606,0.9582672119140625,0.9555761814117432,0.9478209614753723,0.9425669312477112,0.9396637678146362,0.9333414435386658,0.9349339604377747,0.9355607032775879,0.9356935620307922,0.937740683555603,0.9387121796607971,0.9383500814437866,0.942094624042511,0.9451466798782349,0.9477754831314087,0.9479861259460449,0.9484163522720337
